1-upc	2-upc	3-upc	4-upc	5-upc	6-upc	7-upc	8-upc	9-upc	10-upc	11-upc	12-upc	13-upc	14-upc	15-upc	16-upc	17-upc	18-upc	19-upc	20-upc	21-upc	22-upc	23-upc	24-upc	25-upc	26-upc	27-upc	28-upc	29-upc	30-upc	31-upc	32-upc	33-upc	34-upc	35-upc	36-upc	37-upc	38-upc	39-upc	40-upc	41-upc	42-upc	43-upc	44-upc	45-upc	46-upc	47-upc	48-upc	49-upc	50-upc	51-upc	52-upc	53-upc	54-upc	55-upc	56-upc	57-upc
0.7491207763	0.7974884226	3	0.4520862607	0.4133180196	0.4805895297	0.8888888889	0.9756097561	0.8285714286	0.7402243036	0.6871389244	0.6846018778	0.2398716397	0.2031481829	0.2401828352	0.2910532441	0.2649769583	0.3047512776	46782.4	0.7350230417	209.119	97.4513	122.352	48.4942	213.564	88514.4	209.043	243.762	98.0207	68.2957	38.8396	110.262	85333.1	192.767	243.1	97.1428	67.5502	38.5513	109.127	0	29.0	27.0	3.724138	-80.3682	-62.0192	1.125	178.03448	0.035027638	0.0	1.0	0.071428575	0.6785714	0.074074075	0.37037036	1.0	3.0	3.0	
0.7560459237	0.8117808557	3	0.4168937415	0.3966741114	0.431386637	0.8148148148	0.9032258065	0.7777777778	0.7391404535	0.6536927647	0.6866052789	0.1233426704	0.2230701976	0.1343537415	0.2258629732	0.2885462545	0.2439540763	1314.39	0.7114537455	81.1442	48.0936	40.6122	18.4912	96.4364	1132.34	101.317	57.8911	35.713	32.1515	14.7191	51.5136	1102.58	55.4208	57.7614	35.5066	31.9641	14.705	51.1178	0	23.0	28.0	4.304348	-51.2767	-55.0464	1.1666666	397.82608	0.0143776	0.0	0.95652175	0.045454547	0.77272725	0.04761905	0.33333334	0.95238096	3.0	3.0	
0.8229870474	0.8308589758	3	0.3102628599	0.3952707435	0.3461059894	0.8909090909	0.9833333333	0.8039215686	0.7675619715	0.6739999355	0.7632605499	0.1200082219	0.2104092412	0.125709917	0.1832361096	0.2831732552	0.1947142479	7828.96	0.7168267448	257.471	88.171	62.8027	34.2792	219.617	6355.01	265.162	245.309	71.0269	50.7586	30.1215	219.496	6369.61	280.179	245.354	70.09	49.9864	29.8376	217.881	0.027027028	37.0	34.0	4.027027	-101.356	-77.3045	1.0625	328.43243	0.06243311	0.027027028	0.9189189	0.0	0.7222222	0.057142857	0.42857143	0.969697	3.0	3.0	
0.7674981658	0.8821519447	2	0.5275126878	0.5068317695	0.6370842504	0.6896551724	0.8918918919	0.5555555556	0.7410058308	0.6246012692	0.6088876661	0.2106870229	0.2130399742	0.2063829787	0.3017720829	0.2848750161	0.3991685009	4917.12	0.7151249839	136.232	48.7461	47.9808	27.3294	140.735	4148.28	129.554	127.229	48.5401	45.0392	26.6865	125.897	4026.39	138.814	126.809	48.0385	44.4531	26.5615	124.774	0	28.0	32.0	4.357143	-65.8335	-58.2	1.1034483	308.82144	0.026093973	0.0	1.0	0.0	0.8888889	0.0	0.42307693	1.0	2.0	2.0	
0.4807692308	0.5890658703	0	0.606565966	0.4381401955	0.7296153846	0.4230769231	0.6	0.2916666667	0.5187224796	0.6451551606	0.3605128205	0.2693877551	0.2321428571	0.5	0.4109341297	0.2656573499	0.5192307692	4166.79	0.7159791035	166.562	107.75	117.758	65.4391	128.519	2626.77	119.623	263.465	90.4796	90.229	56.4815	148.106	2587.06	143.153	260.48	90.1155	88.6743	55.8618	145.828	0	22.0	23.0	4.6363635	-59.6074	-47.1378	1.0454545	254.40909	0.06432839	0.0	0.8636364	0.0	0.5714286	0.0	0.1	0.95	0.0	0.0	
0.45	1	0.45	?	0.6532546248	?	?	0.9090909091	?	0.725	0.5948512946	0.25	0.375	0.3194444444	2	0.55	0.4051487054	0.55	19866.1	0.6186282932	199.31	177.513	192.997	101.22	213.493	19653	170.928	209.117	160.491	159.743	76.486	195.295	19473.3	197.727	205.943	158.1	155.909	76.0487	190.838	0	11.0	11.0	3.1818182	-32.2185	-22.6899	1.0	136.81818	0.036730263	0.0	1.0	0.0	0.5	0.0	0.22222222	1.0	2.0	2.0	
0.7953573716	0.8067207301	3	0.4921414409	0.5398406139	0.562977068	0.7555555556	0.8867924528	0.7209302326	0.7167613555	0.5759552417	0.6864734569	0.1759103917	0.2014040877	0.1722693366	0.2716011436	0.3173365568	0.2913470548	2147.86	0.6826634432	225.036	78.0697	50.8345	25.6761	109.358	7271.9	207.104	343.208	96.0814	52.2752	26.0162	157.148	7063.72	345.36	340.885	95.0944	51.6972	25.8465	156.172	0	35.0	38.0	4.142857	-92.998	-92.7278	1.1875	256.48572	0.030848434	0.0	0.8857143	0.029411765	0.6764706	0.060606062	0.24242425	0.90625	3.0	3.0	
0.9598079594	0.9400358184	2	0.2587927608	0.3991178875	0.3389139755	0.8076923077	0.9666666667	0.6956521739	0.8761866631	0.7571580717	0.9235258318	0.1027412096	0.1905901015	0.0658250676	0.1420081281	0.2408750739	0.1139952813	123.741	0.8266054443	216.118	77.752	78.9043	28.6887	?	126.95	143.805	238.67	66.8273	73.7939	25.2596	?	125.652	156.345	237.251	69.072	75.8786	25.5546	?	0	22.0	23.0	4.409091	-48.8235	-46.7925	1.0952381	198.90909	0.023923246	0.0	0.95454544	0.0	0.8095238	0.05	0.6	1.0	2.0	2.0	
0.8531621077	0.8655743404	2	0.279195615	0.2445886064	0.2799391131	0.9333333333	0.9333333333	0.9333333333	0.7992717825	0.7813132925	0.7984043681	0.0625	0.1036363636	0.0625	0.1051601388	0.1626632206	0.1217097823	72.7248	0.821398811	82.0267	59.729	51.7737	20.883	?	63.4842	87.0998	67.2693	46.2238	47.0489	18.2225	?	62.5096	69.5747	66.7027	45.6394	46.2504	18.1605	?	0	13.0	15.0	3.5384614	-30.8254	-29.8951	1.1538461	120.46154	0.039413147	0.0	0.9230769	0.083333336	0.75	0.09090909	0.36363637	1.0	2.0	2.0	
1	0.9596523628	4	0.3957348916	0.3191963867	0.2590549067	0.9	0.9583333333	?	0.8516135933	0.7642361623	0.9875067898	0.1008690929	0.0513598235	0.75	0.2116664305	0.2065383272	0.0874524715	223.627	0.8278847274	278.044	106.151	129.167	28.6317	?	437.343	206.821	620.075	180.595	249.05	27.495	?	431.111	413.689	614.043	177.871	244.232	27.2407	?	0	20.0	22.0	4.6	-57.6502	-49.0377	1.1	136.45	0.06993823	0.0	0.9	0.0	0.68421054	0.055555556	0.16666667	1.0	3.0	4.0	
0.5618508026	0.64359319	0	0.5123303891	0.4091608889	0.5385190431	0.9230769231	1	0.9230769231	0.5518701997	0.6337567407	0.5037771483	0.2983870968	0.2894736842	0.3144475921	0.35640681	0.310298103	0.4381491974	129.795	0.6724488366	257.582	64.4889	66.6893	23.9465	?	116.643	128.674	196.237	69.8914	68.0526	21.7339	?	114.778	117.011	194.122	70.915	68.659	21.8864	?	0	10.0	10.0	3.5	-15.4315	-18.3565	1.0	168.8	0.00964346	0.0	1.0	0.0	1.0	0.125	0.75	1.0	0.0	0.0	
0.8275046711	0.8535907382	3	0.3651708069	0.4790994218	0.4288940766	0.5714285714	0.9824561404	0.5476190476	0.8035474381	0.6570864646	0.7330458073	0.1310538177	0.2020355823	0.1034149485	0.1908537063	0.2979503957	0.2069943947	531.069	0.7240072563	186.828	71.2514	77.513	17.4946	195.823	440.836	193.321	148.723	45.6711	43.54	13.4031	141.402	426.665	134.714	147.855	46.0654	43.8834	13.2858	139.641	0	36.0	42.0	4.4166665	-88.6587	-85.1593	1.3125	147.41667	0.027028387	0.0	1.0	0.028571429	0.74285716	0.0882353	0.44117647	1.0	3.0	3.0	
0.8135284003	0.8239820481	0	0.3022551028	0.342278417	0.3371244998	0.8095238095	0.8095238095	0.8095238095	0.7761429099	0.7612327134	0.7560344189	0.148378213	0.1731452964	0.1647084109	0.2200224398	0.2324059815	0.2330894996	12033.3	0.8140752148	80.7953	58.3592	69.8541	36.6108	106.339	9201.8	86.7136	122.745	61.607	59.7178	33.9279	128.317	9153.83	146.988	122.36	61.9415	59.4255	33.626	125.952	0	15.0	14.0	3.4666667	-27.2166	-27.0319	1.0	298.06668	0.017502047	0.0	1.0	0.0	1.0	0.07692308	0.46153846	1.0	0.0	0.0	
0.6549360601	0.7135710547	3	0.4856774324	0.4077310217	0.5268248638	0.9	1	0.9	0.6078357617	0.6373055015	0.5627720415	0.2024458421	0.201518345	0.2975734355	0.3341671029	0.2835804866	0.4025745965	179.859	0.6954939994	231.75	64.2238	61.7989	41.992	?	130.378	194.174	154.102	63.5053	60.7676	43.7677	?	138.185	139.011	164.821	63.091	60.0843	43.2854	?	0	19.0	18.0	3.631579	-39.5615	-44.0883	1.2	451.57895	0.029573664	0.0	0.8947368	0.0	0.6666667	0.05882353	0.3529412	0.9375	3.0	3.0	
0.8687657887	0.8935184943	3	0.3434326518	0.3691464369	0.3391510692	0.8529411765	1	0.8235294118	0.8123023549	0.7444441405	0.7881553671	0.1156426011	0.164656511	0.103915719	0.1932371706	0.2303753036	0.1749789484	265.775	0.8115111153	222.326	109.326	128.884	31.022	315.638	257.088	291.93	135.462	45.6746	46.2186	19.7246	117.379	248.612	111.85	134.729	45.8409	46.112	19.5566	118.972	0	27.0	26.0	4.185185	-57.22	-50.6963	1.2380953	279.14816	0.018948914	0.0	1.0	0.03846154	0.88461536	0.08	0.44	1.0	3.0	3.0	
0.667760075	0.5381944444	0	0.474537037	0.4193883793	0.38815995	?	1	?	0.525462963	0.6293592971	0.61184005	0.75	0.2459016393	0.75	0.4236111111	0.2994627747	0.2727272727	492.722	0.6548182441	643.953	70.6973	88.0026	54.2726	?	314.65	497.744	547.225	77.5585	72.9302	42.9145	?	310.558	348.893	545.074	76.8803	71.3039	42.0718	?	0	8.0	7.0	4.0	-13.9635	-12.4426	1.0	463.0	0.012145857	0.0	1.0	0.0	1.0	0.0	0.5	1.0	0.0	0.0	
0.914475973	0.8834089264	3	0.5456027271	0.4563785138	0.6092963004	0.7647058824	1	0.75	0.8050383005	0.6285014552	0.8278124711	0.1434385575	0.2377139867	0.142540045	0.2506650423	0.3088501727	0.2662116485	4598.28	0.6911498273	186.532	47.4889	44.6145	20.0434	149.869	3415.44	146.685	132.713	40.4956	38.2658	17.1176	109.277	3318.78	120.759	131.665	40.8386	38.3871	17.1138	107.952	0	27.0	29.0	4.2222223	-57.8677	-66.117	1.1153846	460.37036	0.036141004	0.0	0.9259259	0.03846154	0.6923077	0.08	0.4	0.95454544	3.0	3.0	
0.9803921569	0.8942810458	0	0.2871378289	0.3880734897	0.3918250988	0.9230769231	1	0.9090909091	0.786777889	0.6407285302	0.8420954765	0.0588235294	0.1546391753	0.0588235294	0.1057189542	0.2465781042	0.1294117647	1208.39	0.7055219533	2836.94	580.214	522.408	263.105	?	1508.24	1606.57	2982.78	561.193	556.706	199.071	?	1482.86	1821.83	2971.79	558.859	542.668	189.98	?	0	8.0	7.0	5.5	-26.6174	-26.3384	1.0	397.125	0.032466188	0.0	0.875	0.14285715	0.2857143	0.0	0.0	0.875	0.0	0.0	
0.8627140975	0.8849235892	3	0.3520829551	0.3135071028	0.3998063873	0.8888888889	1	0.7575757576	0.8240740964	0.7649160642	0.7969767913	0.1242236025	0.1492632624	0.1627580149	0.1841217506	0.1730130497	0.2114489375	615.426	0.8427154093	211.776	62.9603	68.3469	23.9023	146.831	371.637	147.715	186.084	59.265	63.916	19.8039	123.258	368.504	127.699	183.23	59.1851	63.7279	19.6852	122.248	0	31.0	29.0	4.2580647	-63.2504	-55.8162	1.2083334	320.48386	0.02566067	0.0	1.0	0.0	0.8333333	0.0	0.41379312	1.0	3.0	3.0	
0.9130434783	0.8909090909	0	0.4814466188	0.5518531695	0.4377048533	?	0.7777777778	?	0.8518867146	0.5975291073	0.8434427201	0.75	0.2261580381	0.625	0.2181818182	0.3120396724	0.0869565217	1166.1	0.6879603276	2334.53	416.625	636.1	68.5263	?	934.495	1199.64	1350.05	320.095	459.81	52.3509	?	932.199	1013.24	1360.22	309.049	440.958	51.5497	?	0	8.0	8.0	4.375	-24.634	-24.1295	1.0	96.875	0.038291503	0.0	1.0	0.0	0.42857143	0.0	0.0	1.0	0.0	0.0	
0.5568181818	0.8120652174	0	0.4713221762	0.6652165315	0.688973064	0.8	0.9523809524	0.6842105263	0.7143921095	0.6163960023	0.4429713805	0.2222222222	0.4210982659	0.5454545455	0.3132246377	0.4947187773	0.5909090909	180921	0.7251777149	696.995	264.191	216.749	48.2764	387.516	103137	633.304	988.081	472.757	201.877	52.081	328.527	99650.6	719.667	975.714	472.972	203.373	51.6051	323.424	0	19.0	18.0	3.8947368	-54.6137	-43.5941	1.0588236	204.21053	0.0460361	0.0	0.84210527	0.0	0.5	0.0	0.1764706	0.9444444	0.0	0.0	
0.7891173343	0.7503705565	2	0.5581456109	0.4284683281	0.5158717898	1	0.96	0.85	0.6688978313	0.6176936808	0.7130058881	0.3488883306	0.2633498774	0.334898972	0.3912219989	0.3287326598	0.3772396958	1023.48	0.6712673402	324.585	90.8589	44.6657	19.1485	177.706	1005.39	223.344	345.803	67.8485	53.506	17.492	197.875	980.747	240.938	343.695	68.503	53.8859	17.2951	196.27	0	17.0	18.0	5.470588	-36.6268	-35.457	1.0	126.0	0.014817971	0.0	0.88235295	0.0	0.625	0.0	0.4	0.875	2.0	2.0	
0.6590909091	0.8049632353	0	0.5378355932	0.5217924236	0.8198653199	0.875	0.8888888889	?	0.6780806969	0.5709434352	0.5134680135	0.1176470588	0.2113095238	0.5	0.2600490196	0.3162038949	0.6818181818	44505.6	0.6837961051	512.441	161.403	305.64	135.721	358.659	173915	274.664	449.596	216.561	319.6	121.061	352.316	168004	303.679	447.533	221.006	315.435	119.554	351.99	0	15.0	15.0	3.5333333	-38.5721	-36.6744	1.1538461	342.46667	0.027907113	0.0	1.0	0.0	0.85714287	0.15384616	0.15384616	1.0	0.0	0.0	
0.8663953818	0.8949717716	2	0.3151396994	0.3950524994	0.357772711	0.7916666667	0.9230769231	0.7272727273	0.8143919868	0.7693985998	0.8216445403	0.0487967914	0.1567888435	0.1478646888	0.1312852856	0.2184246228	0.1961046182	9635.98	0.8402781687	676.723	213.17	108.216	26.7812	312.965	5861.07	538.96	311.358	155.427	89.0223	25.1354	150.838	5736.86	263.806	310.517	153.454	88.1731	24.95	149.312	0	23.0	21.0	4.4347825	-44.1885	-46.5785	1.0	346.21738	0.033064976	0.0	0.82608694	0.045454547	0.6363636	0.0	0.33333334	0.8636364	2.0	2.0	
0.85	0.8976190476	0	0.4118113912	0.4486272578	0.418487395	0.8421052632	1	0.7777777778	0.7984126984	0.6656505749	0.7666666667	0.1047619048	0.1786616162	0.1	0.2023809524	0.2480954734	0.2	119549	0.7519045266	173.882	56.2678	91.951	64.5798	193.748	83491.3	146.224	140.581	54.2703	80.9986	57.0928	137.425	155435	123.53	137.951	53.9309	78.9144	55.9992	142.638	0	14.0	16.0	4.428571	-26.5889	-30.9058	1.0	247.78572	0.014624075	0.0	1.0	0.07692308	0.84615386	0.0	0.5833333	1.0	0.0	0.0	
0.3913043478	0.7142857143	0.3913043478	0.3452380952	0.4814431239	?	?	?	?	0.6547619048	0.5185568761	0.4	0.6666666667	0.8571428571	0	0.2857142857	0.4166666667	0.6086956522	142.211	0.5681578947	181.253	89.5637	88.5133	29.1802	?	109.394	143.285	178.8	85.0417	83.5938	26.4757	?	107.23	117.697	176.284	83.5296	81.2177	26.0425	?	0	8.0	7.0	2.625	-13.9926	-14.0206	1.0	709.5	0.021687869	0.0	1.0	0.0	1.0	0.0	0.6666667	1.0	0.0	0.0	
1	1	0	0.4227815472	0.3422959977	0.4227815472	?	1	?	0.9241508135	0.7127396081	0.9241508135	0.75	0.1617647059	0.75	0.2275475594	0.2092033792	0.2275475594	100.178	0.7907966208	274.543	211.364	68.1628	31.8562	?	98.6854	275.91	174.243	134.05	86.5356	33.5146	?	96.4335	221.11	171.765	131.744	84.0949	32.9917	?	0	9.0	9.0	5.5555553	-10.0758	-20.4587	1.0	124.0	0.010719584	0.0	0.7777778	0.0	0.375	0.0	0.14285715	0.7777778	0.0	0.0	
0.7598793364	0.8594769156	0	0.3945367589	0.4505819273	0.3475272285	0.8888888889	1	0.7058823529	0.7604188604	0.647054471	0.6951432881	0.0588235294	0.1487481591	0.0588235294	0.2342051407	0.2842444725	0.2401206637	5938.83	0.7157555275	239.146	120.185	112.129	52.2446	182.658	4002.78	205.823	246.994	110.048	114.478	50.2068	176.552	3910.4	223.184	252.72	109.861	115.39	50.7142	178.173	0	15.0	16.0	5.4	-34.4556	-42.0494	1.0	163.93333	0.022969684	0.0	0.8666667	0.0	0.5	0.0	0.15384616	0.85714287	0.0	0.0	
0.7882038083	0.7785452405	3	0.3601261875	0.3675362622	0.4089335258	0.9285714286	0.962962963	0.9230769231	0.7368814381	0.7847854961	0.7629295109	0.1744256456	0.1770824744	0.1744256456	0.2117961917	0.2131246061	0.2117961917	268.768	0.8173217662	2745.12	430.839	127.402	41.4347	?	116.359	863.137	1934.2	377.386	82.2359	34.4554	?	114.469	437.032	1920.41	372.345	81.1945	34.4005	?	0	21.0	19.0	3.6666667	-54.0638	-48.5076	1.0555556	244.38095	0.08621858	0.0	0.71428573	0.0	0.4	0.0	0.21052632	0.8095238	2.0	3.0	
0.9193732194	0.9006938849	0	0.5132131413	0.228690003	0.1941697192	0.9230769231	0.8571428571	0.75	0.7685436695	0.8077637773	0.9010683761	0.0616438356	0.1072651198	0.1111111111	0.0993061151	0.1369016411	0.1209401709	109.523	0.8630983589	138.534	84.4688	115.052	32.8752	?	137.967	103.587	133.624	74.509	108.651	26.2894	?	137.198	143.259	134.041	74.2146	107.471	26.1182	?	0	12.0	13.0	4.5	-20.2925	-21.1114	1.0833334	120.166664	0.033302315	0.0	1.0	0.09090909	0.8181818	0.0	0.5	1.0	0.0	0.0	
0.8044199586	0.6685862971	0	0.538007408	0.4522036377	0.585630383	0.8064516129	0.9117647059	0.6538461538	0.5860227055	0.6561136251	0.7031571133	0.2517162947	0.1981131576	0.2889501035	0.3314137029	0.2885600815	0.3694750517	4917.21	0.7475099287	150.416	73.9851	54.9526	22.0652	81.3951	16192.5	100.806	138.468	62.732	55.7867	19.2666	87.0962	15831.2	103.133	137.578	62.2174	55.104	19.2011	86.1477	0	23.0	30.0	5.6086955	-59.3837	-66.8587	1.1538461	118.08696	0.023247784	0.0	0.8695652	0.045454547	0.5	0.0	0.0952381	0.8636364	0.0	0.0	
0.8333333333	0.6626984127	0	0.3776455026	0.4970149254	0.4275362319	?	1	?	0.6223544974	0.6529850746	0.7149758454	0.75	0.3880597015	0.7142857143	0.2857142857	0.408315565	0.3333333333	694.018	0.7277896233	1111.35	393.377	388.254	90.8755	?	631.177	1658.24	1296.22	370.825	395.511	81.017	?	615.873	616.702	1295.49	362.289	383.51	79.7784	?	0	9.0	10.0	5.2222223	-34.5579	-33.7931	1.0	113.666664	0.10136798	0.0	0.8888889	0.0	0.375	0.0	0.14285715	1.0	0.0	0.0	
1	1	0	0.7628205128	0.4913445541	0.8333333333	?	1	?	0.8247863248	0.6263554094	0.7777777778	0.3846153846	0.1845317107	0.3846153846	0.5256410256	0.284942623	0.6666666667	8816.18	0.715057377	381.482	95.4634	74.0237	28.7515	396.354	12864.8	472.756	385.987	61.4183	52.4761	26.3697	261.164	12371.8	297.17	383.023	60.8166	51.5969	26.8023	256.804	0	16.0	16.0	4.1875	-44.6107	-37.3789	1.0	290.75	0.06748584	0.0	0.8125	0.06666667	0.53333336	0.0	0.21428572	0.875	0.0	0.0	
0.8461538462	0.8376623377	0	0.262987013	0.5030099698	0.2348178138	?	1	?	0.737012987	0.6317708834	0.7651821862	0.2857142857	0.2745889093	0.2857142857	0.1623376623	0.3490388604	0.1538461538	415.198	0.709134283	604.738	100.277	102.299	17.5364	?	329.9	397.726	459.185	86.5018	88.4274	16.5843	?	324.804	326.62	453.524	85.3017	86.9175	16.4924	?	0	17.0	21.0	4.2352943	-55.902	-46.0059	1.2352941	112.0	0.07973338	0.0	0.9411765	0.0	0.5625	0.0	0.06666667	1.0	0.0	0.0	
0.774109186	0.7789351852	2	0.5584123391	0.4201084989	0.5814322036	0.6315789474	1	0.6315789474	0.6593169578	0.6650531654	0.6522813557	0.1666666667	0.2249721293	0.1739130435	0.393904321	0.278698917	0.4009596453	2889.86	0.761115214	315.211	83.6012	83.7607	33.4423	249.521	1584.32	246.175	125.889	67.7671	63.9709	30.5947	152.361	1543.29	164.247	258.299	80.2824	79.4057	31.0475	222.179	0	21.0	22.0	4.857143	-39.0065	-45.2704	1.0476191	160.57143	0.03975077	0.0	0.9047619	0.05	0.65	0.10526316	0.36842105	0.95	2.0	2.0	
1	1	0	?	0.5250686818	?	?	0.9090909091	?	0.75	0.5203514318	0.75	0.4285714286	0.4127182045	0.4285714286	0.5	0.4251091022	0.5	955.292	0.5456537609	1490.85	290.392	457.324	62.025	?	807.428	829.369	1355.75	281.866	298.2	59.4846	?	793.129	734.457	1346.1	274.573	286.059	58.6965	?	0	10.0	9.0	3.8	-31.6893	-21.0891	1.0	352.1	0.06206069	0.0	1.0	0.11111111	0.5555556	0.0	0.125	1.0	0.0	0.0	
0.6681709809	0.6514658391	5	0.6136574975	0.4268067428	0.6577316076	0.6	0.9655172414	0.4444444444	0.6135993794	0.6508870451	0.5704473206	0.2261580381	0.2219853829	0.2261580381	0.3485341609	0.2670899126	0.3318290191	3833.42	0.7329100874	122.153	35.6039	45.8842	25.9706	161.935	850.674	126.994	113.516	35.0626	44.8285	24.4286	138.22	851.305	105.347	112.554	34.6081	43.9471	24.0364	136.113	0.045454547	22.0	27.0	4.090909	-61.0376	-52.1154	1.173913	205.90909	0.06533968	0.045454547	0.90909094	0.0	0.71428573	0.05	0.35	1.0	5.0	5.0	
0.8065255518	0.8122039096	4	0.4200738059	0.4607018198	0.4750056363	0.8695652174	0.9811320755	0.8444444444	0.7180456451	0.6429483586	0.7091141156	0.2452716905	0.2094173466	0.2141145756	0.3208724032	0.3104910631	0.3140297388	189.461	0.7254063728	313.534	183.627	109.158	40.1669	?	166.911	210.157	409.995	161.388	102.583	33.278	?	164.832	282.657	406.763	159.612	100.983	32.9702	?	0	34.0	33.0	3.6470587	-91.1517	-83.2946	1.2222222	211.94118	0.04534614	0.0	0.9117647	0.030303031	0.54545456	0.03125	0.25	0.9285714	4.0	4.0	
0.6888888889	0.7247076023	0	0.3906376518	0.5513500678	0.5800925926	0.5454545455	1	0.5	0.6748245614	0.6099495804	0.6592592593	0.1	0.3168996885	0.2222222222	0.2752923977	0.3715535351	0.3407407407	897.989	0.6406735109	1071.15	156.266	184.333	59.6331	?	539.478	801.52	745.598	139.986	160.565	55.0752	?	529.03	518.779	735.581	141.196	163.917	54.8057	?	0	18.0	17.0	4.2777777	-45.4478	-42.8298	1.0	237.27777	0.04055582	0.0	1.0	0.0	0.7647059	0.0625	0.375	1.0	0.0	0.0	
0.7731472012	0.7692017691	0	0.5457103824	0.4654817252	0.5615833983	0.7058823529	1	0.6875	0.7672290531	0.6511830965	0.7692017691	0.2261580381	0.2307982309	0.2261580381	0.2307982309	0.2801806313	0.2307982309	5039.38	0.7198193687	205.415	98.3382	70.7239	36.8333	101.444	5114.67	283.804	762.338	99.564	99.1421	45.8792	261.723	4960.79	642.531	750.861	98.2414	97.5941	45.4457	258.703	0	18.0	21.0	4.1666665	-44.4324	-47.2777	1.1052631	148.66667	0.0810886	0.0	0.7222222	0.11764706	0.23529412	0.0625	0.1875	0.8333333	0.0	0.0	
0.6901409648	0.5890763929	2	0.5941025393	0.5313244648	0.6554299493	0.8888888889	0.975	0.8064516129	0.5308294834	0.543713845	0.6040534122	0.358038801	0.2704417955	0.294029997	0.4109236071	0.3858048939	0.4197884701	146439	0.6141951061	311.334	145.451	121.819	52.5428	226.138	51437.2	235.631	974.006	155.687	128.711	51.1173	238.611	49690.4	431.405	963.761	153.236	125.958	50.7608	235.362	0	24.0	21.0	3.3333333	-56.5535	-51.9027	1.05	328.125	0.042157203	0.0	1.0	0.0	0.7826087	0.09090909	0.4090909	1.0	2.0	2.0	
0.8936170213	0.7357324609	2	0.5029625591	0.4744109319	0.543144208	0.6923076923	0.8666666667	?	0.6517993457	0.6505890681	0.706855792	0.2213740458	0.2127659574	0.5833333333	0.3964013086	0.297112462	0.2127659574	12765.7	0.7771656535	764.029	133.501	102.85	30.4374	449.391	10293.7	603.134	939.968	138.05	121.294	34.1244	431.571	9936.35	496.412	927.471	137.386	118.732	33.4141	423.13	0	14.0	14.0	4.214286	-40.4685	-34.8933	1.0769231	243.64285	0.04687231	0.0	0.9285714	0.0	0.3846154	0.0	0.0	0.9285714	2.0	2.0	
0.9772727273	0.9147727273	0	0.3502221094	0.4387095806	0.3752776368	0.8	1	0.7857142857	0.8111508313	0.60617823	0.852817498	0.0909090909	0.227166996	0.0909090909	0.1704545455	0.3004040866	0.191547506	361.255	0.6995959134	509.113	146.449	69.8162	25.6619	?	392.326	412.416	627.963	149.587	73.6591	27.9046	?	384.94	505.287	621.022	148.345	72.8367	27.5743	?	0	13.0	14.0	5.769231	-28.7757	-26.6612	1.0	82.07692	0.026956405	0.0	0.84615386	0.0	0.41666666	0.0	0.09090909	0.8333333	0.0	0.0	
0.6500466278	0.7676454228	2	0.566446867	0.455631806	0.4450257827	0.5263157895	1	?	0.7007340671	0.5954829567	0.5549742173	0.3075709779	0.2390315958	0.3333333333	0.3485318658	0.3152270117	0.3075709779	32052.7	0.667588527	256.298	70.1616	73.549	47.8172	224.359	26037.9	225.558	318.833	69.8907	68.8093	36.8967	242.355	24672.6	263.231	317.088	69.229	67.681	37.1859	239.628	0	17.0	18.0	3.4705882	-50.7663	-36.9659	1.125	289.41177	0.051329777	0.0	0.9411765	0.0	0.625	0.0	0.13333334	1.0	2.0	2.0	
0.9069767442	0.9069767442	0	0.3522825151	0.3555333149	0.4018467852	?	1	?	0.76514499	0.7238525872	0.7321021432	0.7142857143	0.0890052356	0.7142857143	0.1860465116	0.0945026178	0.1860465116	244.467	0.8460891639	257.894	135.396	136.096	47.5044	?	211.715	240.07	252.497	141.683	137.339	38.7489	?	206.662	224.466	249.909	138.872	132.792	38.8914	?	0	8.0	9.0	4.25	-17.854	-18.5939	1.0	131.375	0.013723254	0.0	1.0	0.0	1.0	0.16666667	0.5	1.0	0.0	0.0	
0.7815480794	0.737906555	2	0.3777725211	0.4999110904	0.3530956921	0.6086956522	0.8928571429	0.5454545455	0.6703765031	0.6045351504	0.7096185028	0.125	0.2866289731	0.1666666667	0.2323408095	0.3483000691	0.2184519206	395.618	0.6516999309	1150.26	244.745	209.897	71.6306	?	387.618	401.449	1364.37	228.621	180.845	67.8378	?	384.479	485.31	1348.13	224.171	177.62	67.0497	?	0	21.0	22.0	4.7619047	-65.1638	-56.1246	1.0476191	207.85715	0.05401906	0.0	0.8095238	0.05	0.35	0.05263158	0.05263158	0.85714287	2.0	2.0	
0.8804318929	0.8975093293	2	0.4947389039	0.5022847716	0.5183934348	0.7619047619	1	0.7142857143	0.8392633154	0.6384533841	0.7898769152	0.2386890951	0.2225292185	0.2386890951	0.2721249741	0.3336964493	0.2623514327	2024.89	0.7397162491	297.281	137.932	80.5709	44.063	192.546	1737.92	244.184	311.704	125.251	81.855	32.5035	213.879	1698.22	310.61	308.441	127.608	80.3945	33.2586	212.505	0	21.0	19.0	4.1904764	-40.8517	-44.0986	1.117647	154.14285	0.03886891	0.0	0.85714287	0.0	0.6	0.0	0.2631579	0.9	2.0	2.0	
