1-sdl	2-sdl	3-sdl	4-sdl	5-sdl	6-sdl	7-sdl	8-sdl	9-sdl	10-sdl	11-sdl	12-sdl	13-sdl	14-sdl	15-sdl
19	3	36.82	4.5652175	-66.8307	1.1578947	0.5	0	0.23809524	-12.627	-1.245	-0.954	14	63.64	0.96
44	0	37.6	5.318182	-134.723	1.1842105	0.5813953	0.023809524	0.21428572	-22.482	-3.344	-2.041	29	69.05	0.95
99	2	49.29	4.737374	-278.357	1.3287672	0.6632653	0.041237112	0.31958762	-44.729	-6.69	-4.337	73	75.26	0.98
57	5	54.5	4.5438595	-183.025	1.3333334	0.48214287	0	0.2	-27.611	-5.032	-2.238	33	63.46	0.91
5	1	10.33	7.2	-16.3322	1	0.5	0	0	-3.781	-0.404	-0.198	0	0	0.8
62	5	51.86	4.016129	-180.238	1.4468085	0.52459013	0.06666667	0.16666667	-32.578	-2.633	-2.66	31	55.36	0.9
11	2	30.53	5.909091	-45.1286	1	0.3	0	0	-7.891	-1.359	-0.806	5	50	0.91
41	0	40.04	4.6585364	-107.6	1.09375	0.6	0.102564104	0.17948718	-17.755	-2.189	-1.754	29	70.73	1
47	7	37.06	4.7555556	-134.224	1.2702702	0.54545456	0.069767445	0.18604651	-22.441	-3.017	-1.71	31	75.61	0.91
4	1	39.52	7.25	-23.8289	1	0	0	0	-4.516	-0.214	-0.232	2	50	1
43	2	57.64	4.3488374	-137.547	1.2058823	0.5714286	0.07317073	0.19512194	-24.481	-2.73	-1.799	27	64.29	0.98
74	7	45.17	4.6285715	-216.092	1.245283	0.49275362	0.04411765	0.10294118	-36.444	-4.331	-2.575	48	69.57	0.99
29	2	37.5	4.793103	-78.2962	1.1034483	0.6785714	0	0.2962963	-14.501	-1.325	-0.876	14	53.85	0.9
47	3	52.12	4.577778	-131.766	1.2058823	0.52272725	0	0.20930232	-20.582	-2.701	-1.496	27	64.29	0.93
30	1	46.98	4.8333335	-87.2007	1.074074	0.51724136	0	0.35714287	-14.372	-2.788	-1.46	17	58.62	0.97
39	2	34.91	5.230769	-122.033	1.2121212	0.4473684	0.054054055	0.08108108	-18.181	-2.958	-1.566	20	55.56	0.92
39	1	45.35	4.794872	-115.76	1.1388888	0.55263156	0.08108108	0.13513513	-18.287	-1.962	-1.425	24	70.59	0.87
25	0	61.65	4.84	-78.1206	1.0384616	0.625	0.04347826	0.26086956	-11.203	-1.616	-1.388	13	56.52	0.92
29	2	64.93	5.6551723	-78.8347	1.0666667	0.6785714	0.074074075	0.18518518	-14.701	-1.22	-0.847	23	85.19	0.93
87	6	43.47	4.551724	-298.473	1.2638888	0.5116279	0.023529412	0.1764706	-46.52	-4.077	-3.193	54	63.53	0.98
26	1	15.34	5.1923075	-96.7272	1.0434783	0.48	0	0.041666668	-15.224	-1.675	-1.184	16	64	0.96
22	2	28.75	5.0454545	-79.4275	1	0.42857143	0	0.05	-13.385	-2.309	-0.847	13	68.42	0.86
11	0	29.84	5.090909	-31.3614	1.0833334	0.5	0	0.11111111	-5.614	-0.663	-0.655	6	66.67	0.82
19	2	42.07	4.2105265	-49.235	1.0555556	0.6111111	0.11764706	0.23529412	-9.674	-1.001	-0.628	15	78.95	1
20	0	40.65	5.25	-69.7582	1.15	0.36842105	0	0	-12.46	-0.675	-1.177	10	58.82	0.85
3	0	42.38	7	-15.2202	1	0	0	0	-3.017	-0.45	-0.471	2	66.67	1
39	3	49.51	4.5641026	-133.111	1.21875	0.42105263	0.054054055	0.10810811	-21.46	-3.201	-1.18	22	59.46	0.95
40	2	48.64	5.375	-135.561	1.1578947	0.43589744	0.02631579	0.078947365	-23.658	-1.778	-1.178	29	80.56	0.9
28	0	25.32	4.888889	-82.5997	1.04	0.5	0.04	0.16	-13.042	-1.603	-1.1	19	76	0.93
32	3	37.22	4.34375	-92.1129	1.1851852	0.6451613	0.033333335	0.26666668	-14.837	-2.907	-1.164	20	64.52	0.97
42	2	46.43	5.0238094	-137.746	1.25	0.4878049	0.025	0.175	-20.304	-3.82	-2.845	31	73.81	1
26	0	43.16	5	-77.3017	1.1153846	0.52	0	0.20833333	-12.539	-1.751	-1.839	16	66.67	0.92
42	1	53.46	5.2619047	-126.341	1.1621622	0.5609756	0.025	0.225	-21.235	-2.098	-1.513	34	82.93	0.98
30	2	61.08	4.733333	-77.8061	1.0666667	0.5862069	0.035714287	0.14285715	-13.833	-1.039	-1.361	17	60.71	0.93
51	2	18.76	4.117647	-176.89	1.1666666	0.48	0.020408163	0.18367347	-28.144	-2.157	-1.783	27	58.7	0.9
4	0	7.83	5.5	-20.9415	1	0	0	0	-3.929	-0.28	-0.318	1	50	0.5
64	7	27.79	4.609375	-204.51	1.4285715	0.34920636	0	0.14516129	-36.219	-4.72	-2.851	38	64.41	0.92
84	2	41.02	4.3690476	-234.431	1.3965517	0.7108434	0	0.36585367	-39.462	-5.834	-3.562	54	72	0.89
34	3	39.38	4.970588	-107.825	1.2	0.45454547	0	0.09375	-17.767	-2.37	-1.602	22	68.75	0.94
45	1	39.32	5.2	-126.962	1.1794872	0.70454544	0.023255814	0.25581396	-22.636	-2.927	-1.574	31	68.89	1
22	1	20.14	4	-87.3666	1.2380953	0.2857143	0	0	-12.453	-2.193	-1.527	17	77.27	1
23	2	43.58	5.826087	-79.1641	1.1304348	0.4090909	0	0.0952381	-13.584	-1.726	-1.176	14	70	0.87
36	3	62.83	5.0555553	-99.3943	1.3548387	0.6571429	0	0.20588236	-17.809	-2.064	-1.724	23	69.7	0.92
28	1	16.15	4.714286	-107.76	1.0357143	0.37037036	0.03846154	0	-17.893	-2.701	-1.322	13	52	0.89
7	1	3.32	3.7142856	-22.2487	1	0.33333334	0	0.2	-4.901	-0.966	-0.549	1	14.29	1
45	2	37.81	3.7333333	-116.409	1.3055556	0.8181818	0.046511628	0.41860464	-21.374	-2.746	-1.724	28	68.29	0.91
46	4	53.5	4.695652	-134.406	1.2162162	0.51111114	0.022727273	0.18181819	-20.337	-2.652	-1.702	31	68.89	0.98
32	7	18.38	5.15625	-88.0065	1	0.48387095	0	0.16666667	-19.34	-2.042	-1.506	21	67.74	0.97
54	0	25.25	4.5	-160.518	1.5714285	0.6792453	0.07692308	0.17307693	-25.443	-3.296	-2.164	37	74	0.93
59	5	24.48	3.8644068	-220.17	1.3863636	0.3275862	0.01754386	0.07017544	-33.653	-3.752	-2.584	39	68.42	0.97
10	1	9.93	5.1	-39.554	1.125	0.6666667	0	0.25	-6.66	-0.89	-0.553	5	55.56	0.9
80	6	55.26	4.3875	-243.072	1.3833333	0.5443038	0.012820513	0.20512821	-35.955	-5.914	-3.662	57	72.15	0.99
47	5	29.37	4.0212765	-157.386	1.1666666	0.47826087	0.022222223	0.08888889	-23.815	-3.889	-1.715	34	77.27	0.94
38	2	37.72	4.236842	-118.542	1.2857143	0.35135135	0.027777778	0.11111111	-21.816	-3.84	-1.814	17	54.84	0.82
35	1	35.27	4.8	-99.676	1.2758621	0.6764706	0.060606062	0.27272728	-13.759	-4.067	-1.856	16	51.61	0.89
21	1	6.35	3.3809524	-95.5845	1.0869565	0.25	0	0.10526316	-13.295	-1.504	-1.147	10	55.56	0.86
16	0	37.29	4.5	-53.4196	1	0.4	0	0.21428572	-8.72	-1.252	-1.036	10	62.5	1
56	2	66.7	4.672727	-153.944	1.1777778	0.6666667	0.018867925	0.20754717	-25.98	-4.617	-2.488	31	59.62	0.95
27	0	7.13	4.2222223	-90.6989	1.1538461	0.53846157	0.04	0.12	-16.142	-1.421	-1.348	18	69.23	0.96
59	1	46.13	4.3898306	-159.495	1.3207548	0.62068963	0.01754386	0.24561404	-30.639	-3.211	-2.5	28	60.87	0.78
15	1	41.84	4.8	-49.6709	1	0.5714286	0	0.07692308	-9.065	-0.913	-0.803	6	50	0.8
14	3	29.7	5.071429	-55.4967	1.0833334	0.15384616	0	0	-12.07	-0.889	-0.462	10	71.43	1
43	2	45.74	4.883721	-121.246	1.1891892	0.5952381	0.048780486	0.2195122	-21.793	-3.301	-1.859	27	72.97	0.86
44	2	46.05	5.0454545	-147.634	1.2432432	0.39534885	0.04761905	0.11904762	-24.57	-2.294	-1.795	20	45.45	1
12	2	23.77	5.0833335	-50.198	1	0.27272728	0	0.1	-10.307	-0.815	-0.573	6	50	1
32	2	40.27	5.21875	-97.4842	1.1875	0.4516129	0	0.2	-18.989	-2.292	-2.116	20	76.92	0.81
4	0	28.88	6.75	-19.0717	1	0	0	0	-3.285	-0.491	-0.385	2	66.67	0.75
47	1	34.72	4.2978725	-140.68	1.2368422	0.5	0.022222223	0.17777778	-25.249	-3.504	-2.141	30	71.43	0.89
38	0	7.15	3.7368422	-105.414	1.0625	0.7027027	0.027777778	0.30555555	-16.478	-2.528	-1.534	25	71.43	0.92
7	0	100	3.4285715	-17.6673	1	0.6666667	0	0.4	-2.076	-0.455	-0.284	5	71.43	1
37	10	29.01	5.3513513	-103.637	1.1515151	0.25	0	0.028571429	-18.874	-2.363	-1.65	28	77.78	0.97
29	2	52.65	4.9310346	-91.6982	1.1428572	0.5714286	0.074074075	0.14814815	-15.37	-1.42	-1.373	22	84.62	0.9
42	0	25.32	4.1190476	-120.953	1.117647	0.63414633	0	0.275	-18.709	-3.526	-2.029	23	60.53	0.9
42	3	37.2	5.571429	-130.434	1.2368422	0.5609756	0.05	0.175	-23.097	-1.569	-1.622	29	74.36	0.93
35	2	33.66	4.742857	-117.613	1.1764706	0.4117647	0.060606062	0.15151516	-20.916	-2.349	-1.348	24	72.73	0.94
64	2	28.53	4.59375	-205.639	1.3137255	0.63492066	0.048387095	0.12903225	-34.102	-3.943	-2.516	35	63.64	0.86
38	2	29.43	4.0526314	-102.799	1.1666666	0.7297297	0	0.41666666	-18.719	-2.723	-1.563	23	65.71	0.92
33	2	38.2	4.6060605	-87.5999	1.1	0.59375	0	0.29032257	-17.942	-1.693	-1.303	25	78.12	0.97
35	2	57.36	4.285714	-110.876	1.0882353	0.5588235	0.030303031	0.24242425	-19.973	-2.09	-1.545	25	73.53	0.97
39	1	45.74	4.6153846	-97.4487	1.1714286	0.7105263	0	0.3243243	-17.995	-2.888	-1.59	18	60	0.77
29	2	19.87	3.8965516	-89.3146	1.0689656	0.5714286	0	0.11111111	-15.891	-2.884	-1.433	16	61.54	0.9
45	2	31.6	4.8444443	-123.814	1.1351352	0.6136364	0.11627907	0.23255815	-22.429	-3.017	-1.674	28	66.67	0.93
34	1	17.47	4.9411764	-115.984	1.2222222	0.42424244	0.03125	0.21875	-17.775	-3.142	-1.865	23	69.7	0.97
39	4	30.87	4.3076925	-100.11	1.1470588	0.4473684	0.054054055	0.054054055	-17.96	-1.89	-1.467	27	71.05	0.97
45	3	50.33	4.177778	-115.528	1.1315789	0.59090906	0.093023255	0.18604651	-20.453	-2.533	-1.581	30	73.17	0.91
31	2	18.63	4.290323	-103.457	1.1071428	0.6	0.03448276	0.10344828	-16.672	-2.943	-1.488	17	65.38	0.84
90	4	53.51	4.9555554	-242.251	1.5384616	0.58426964	0.045454547	0.22727273	-41.204	-4.622	-3.669	69	82.14	0.93
35	4	29.69	3.8	-120.64	1.1290323	0.4117647	0	0.060606062	-19.148	-1.822	-1.013	24	70.59	0.97
51	7	44.37	4.490196	-116.67	1.1276596	0.56	0	0.2244898	-22.472	-2.477	-1.96	33	67.35	0.96
39	1	57.37	4.25641	-118.644	1.21875	0.6315789	0.054054055	0.24324325	-19.449	-2.55	-1.751	29	74.36	1
49	3	41.42	4.632653	-141.353	1.3421053	0.6458333	0.021276595	0.17021276	-21.61	-3.489	-1.895	37	77.08	0.98
57	7	29.06	4.1578946	-153.969	1.3777778	0.53571427	0.018181818	0.16363636	-29.012	-4.548	-2.318	39	73.58	0.93
35	5	47.83	4.243243	-124.151	1.1290323	0.44444445	0	0.028571429	-19.867	-1.714	-1.36	28	80	0.95
41	2	32.36	4.162791	-125.164	1.3125	0.64285713	0.07317073	0.17073171	-22.33	-2.944	-2.009	33	78.57	0.98
3	2	12.58	4.428571	-33.8377	1.1666666	0	0	0	-5.85	-0.109	-0.151	4	57.14	1
37	2	30.79	3.837838	-130.827	1.2058823	0.5	0.057142857	0.17142858	-21.182	-2.08	-1.979	29	78.38	1
43	2	61.73	4.688889	-146.736	1.1363636	0.52272725	0	0.11627907	-26.364	-2.675	-1.953	35	85.37	0.91
11	0	24.75	5.181818	-34.1939	1	0.6	0	0	-5.739	-0.65	-0.43	8	88.89	0.82
62	9	34.9	4.483871	-157.632	1.245283	0.44262296	0.016666668	0.18333334	-28.366	-4.228	-2.346	40	67.8	0.95
30	2	51.11	4.9333334	-85.2631	1.1666666	0.5862069	0	0.2857143	-16.012	-1.874	-1.12	18	69.23	0.87
30	3	45.31	4.6	-95.6321	1.1290323	0.41379312	0.035714287	0.14285715	-17.918	-1.587	-1.247	24	92.31	0.87
26	0	20.5	4.1538463	-89.8053	1.173913	0.48	0	0.16666667	-12.443	-2.941	-1.423	14	60.87	0.88
33	2	33.21	4.4848485	-92.1816	1.1212121	0.5625	0.032258064	0.12903225	-17.308	-2.507	-1.676	16	53.33	0.91
21	1	18.72	4.8095236	-85.8005	1.0434783	0.3	0	0.10526316	-13.704	-2.032	-0.937	12	66.67	0.86
80	2	47.43	3.7125	-181.327	1.3278688	0.7721519	0.12820514	0.33333334	-29.806	-5.028	-2.879	53	72.6	0.91
8	2	6.61	5.375	-33.7515	1	0.5714286	0	0.16666667	-7.341	-0.351	-0.304	6	75	1
53	8	44.78	4.3396225	-161.565	1.4523809	0.5192308	0.019607844	0.21568628	-26.124	-5.107	-2.636	33	67.35	0.92
35	5	35.1	4.4594593	-115.373	1.2666667	0.33333334	0.028571429	0.057142857	-20.215	-2.383	-1.575	24	68.57	0.95
35	4	29.82	4	-97.8357	1.060606	0.375	0	0.19354838	-19.002	-2.162	-1.706	25	80.65	0.94
28	2	37.47	4.142857	-83.3292	1.08	0.4814815	0	0.1923077	-15.416	-1.109	-1.113	14	50	1
44	3	48.31	5.1363635	-99.5013	1.1	0.6976744	0.04761905	0.2857143	-21.338	-2.606	-1.69	29	69.05	0.95
33	0	31.82	4.34375	-86.1581	1.1034483	0.67741936	0	0.2	-15.723	-3.832	-1.583	21	70	0.94
35	5	34.84	4.542857	-103.169	1.1290323	0.4117647	0.030303031	0.09090909	-19.128	-2.498	-1.292	21	63.64	0.94
22	4	7.87	5	-76.2252	1.05	0.3809524	0	0.2	-12.251	-1.716	-0.732	15	68.18	1
23	0	37.23	4.304348	-63.9692	1.0952381	0.59090906	0	0.33333334	-10.679	-1.272	-0.703	17	77.27	0.96
16	4	3.76	5.0625	-48.6382	1	0.13333334	0	0	-10.73	-1.465	-0.896	12	80	0.94
43	1	41.6	4.2325583	-137.142	1.3142858	0.5952381	0.048780486	0.2682927	-21.53	-2.551	-2.791	28	66.67	0.98
28	1	44.31	5.25	-77.2485	1.12	0.6666667	0.07692308	0.26923078	-10.666	-3.465	-1.348	17	73.91	0.82
40	1	34.86	3.7	-96.9643	1.21875	0.74358976	0	0.42105263	-17.49	-1.693	-1.294	21	56.76	0.93
4	2	39.52	4.8	-20.3273	1	0	0	0	-3.964	-0.079	-0.115	2	40	1
35	2	30.06	3.8205128	-124.604	1.34375	0.57894737	0	0.13513513	-20.227	-1.948	-1.856	24	64.86	0.95
25	2	30.47	5	-55.9773	1.1052631	0.7	0.05263158	0.31578946	-10.311	-1.338	-1.123	12	57.14	1
21	2	21.73	5.5238094	-80.9382	1.0869565	0.35	0	0	-12.414	-1.995	-1.466	15	78.95	0.9
104	1	43.46	4.5384617	-258.147	1.3684211	0.75728154	0.009803922	0.43137255	-46.38	-4.828	-3.897	68	69.39	0.94
36	1	52.43	3.7777777	-111.667	1.2142857	0.62857145	0.029411765	0.20588236	-17.847	-3.146	-1.613	24	68.57	0.97
33	0	54.71	4.6969695	-102.69	1.2	0.5	0.09677419	0.09677419	-17.888	-1.448	-1.328	22	70.97	0.94
4	2	100	3.75	-8.91113	1	0	0	0	-3.804	-0.013	-0.007	1	25	1
40	2	46.32	4.425	-106.523	1.2058823	0.71794873	0.02631579	0.2631579	-19.03	-2.789	-1.417	29	76.32	0.95
29	1	55	5.37931	-80.5264	1.2083334	0.53571427	0.074074075	0.18518518	-15.002	-1.442	-1.088	20	71.43	0.97
8	1	3.37	4.875	-32.439	1	0.42857143	0	0	-5.843	-1.06	-0.586	4	50	1
37	1	18.22	4.3783784	-112.157	1.2068965	0.5	0	0.114285715	-21.981	-1.663	-1.246	22	59.46	1
71	5	41.14	4.5211267	-178.787	1.4081633	0.6	0.028985508	0.36231884	-31.2	-4.154	-2.462	47	71.21	0.93
66	2	57.54	4.5454545	-182.171	1.46	0.6	0.078125	0.265625	-34.347	-2.534	-2.496	46	71.88	0.97
15	3	35.73	4.6666665	-50.4982	1	0.5	0.23076923	0	-8.167	-1.872	-0.945	10	71.43	0.93
25	1	27.71	4.92	-73.5028	1.1363636	0.6666667	0.04347826	0.3043478	-12.43	-1.7	-0.959	18	75	0.96
5	2	100	5.4	-32.8813	1	0.25	0	0	-5.785	-0.425	-0.291	3	60	1
38	0	43.62	5.1578946	-118.8	1.1621622	0.6216216	0	0.19444445	-20.434	-1.449	-1.63	26	76.47	0.89
25	1	27.03	4.72	-78.109	1	0.5833333	0.13043478	0.17391305	-12.676	-2.162	-1.249	15	62.5	0.96
29	1	37.67	4.62069	-93.9695	1.0714285	0.5	0	0.18518518	-15.654	-1.318	-1.333	18	69.23	0.9
46	2	39.32	4.6666665	-153.079	1.2222222	0.5319149	0	0.32608697	-23.097	-3.015	-1.749	26	55.32	0.98
15	1	11.02	5.2	-47.5136	1.0555556	0.78571427	0	0.30769232	-7.088	-1.297	-0.829	8	61.54	0.87
57	0	48.14	4.508772	-131.375	1.2888889	0.85714287	0.054545455	0.38181818	-21.698	-2.781	-2.06	38	73.08	0.91
42	2	59.6	4.7619047	-130.711	1.2564102	0.63414633	0.025	0.15	-20.742	-2.614	-2.128	27	71.05	0.9
44	1	60.61	5.2272725	-97.1662	1.1904762	0.81395346	0	0.54761904	-17.838	-1.924	-1.269	29	76.32	0.86
17	1	23.86	4.2352943	-41.2812	1.0769231	0.8125	0.13333334	0.2	-7.045	-1.472	-0.739	10	62.5	0.94
28	1	28.95	4.642857	-100.771	1.1111112	0.44444445	0.03846154	0.07692308	-16.408	-1.932	-1.45	22	81.48	0.96
36	11	66.44	5.5	-81.7241	1.2333333	0.37142858	0.05882353	0.11764706	-16.161	-1.412	-1.134	28	80	0.97
31	1	70.86	4.580645	-82.4804	1.2413793	0.5	0.06896552	0.10344828	-14.698	-2.121	-1.733	18	66.67	0.87
31	3	33.93	4.483871	-77.5038	1.0357143	0.6	0.06896552	0.2413793	-13.169	-1.767	-1.209	22	73.33	0.97
14	1	1.61	3.5714285	-56.909	1.4444444	0.23076923	0	0.083333336	-8.141	-0.292	-0.502	7	58.33	0.86
77	4	43.94	3.961039	-259.866	1.3275862	0.47368422	0.08	0.093333334	-38.31	-6.514	-4.024	59	80.82	0.95
3	0	2.24	7.3333335	-16.457	1.2	0	0	0	-3.064	-0.347	-0.288	0	0	0.33
12	0	82.82	4.8333335	-33.5764	1	0.8181818	0	0.3	-5.498	-0.615	-0.395	6	54.55	0.92
61	1	67.5	4.7213116	-168.807	1.3777778	0.68333334	0.033898305	0.33898306	-29.56	-2.294	-2.376	51	85	0.98
17	1	12.33	3.764706	-40.6156	1	0.75	0.13333334	0.33333334	-5.145	-1.742	-0.391	9	64.29	0.82
26	1	44.99	3.7692308	-80.4547	1.04	0.64	0.041666668	0.16666667	-11.769	-2.396	-1.064	13	54.17	0.92
50	1	45.26	3.32	-156.327	1.2368422	0.71428573	0.0625	0.083333336	-26.288	-3.051	-1.771	27	54	1
38	0	54.72	4.5526314	-84.039	1.1111112	0.8378378	0.083333336	0.30555555	-16.051	-1.772	-1.594	27	75	0.95
40	1	38.41	5.642857	-120.541	1.2631578	0.5609756	0.1	0.225	-20.19	-2.917	-1.413	27	71.05	0.9
62	0	41.87	4.177419	-156.156	1.3255814	0.73770493	0.083333336	0.3	-27.332	-3.825	-2.486	39	65	0.97
27	1	14.93	4.259259	-82.7737	1.0869565	0.61538464	0.04	0.2	-14.635	-2.146	-1.191	19	70.37	1
37	2	34.21	4.7297297	-108.929	1.2	0.6111111	0	0.17142858	-20.102	-2.365	-1.173	27	79.41	0.92
12	2	4.77	3	-50.5141	1	0.18181819	0	0	-7.503	-1.207	-0.519	3	30	0.83
59	1	42.04	3.881356	-177.922	1.4186046	0.5862069	0.05263158	0.1754386	-29.624	-4.291	-2.579	32	56.14	0.97
6	1	3.29	4.8333335	-20.5744	1	0.6	0	0.25	-3.982	-0.443	-0.384	2	40	0.83
74	2	22.44	4.472973	-238.478	1.3888888	0.5479452	0.013888889	0.1388889	-37.159	-6.988	-3.291	49	69.01	0.96
7	3	19.18	5.142857	-37.0934	1	0.16666667	0	0	-5.977	-0.237	-0.176	5	83.33	0.86
84	1	54.39	4.9761906	-206.715	1.5254238	0.73493975	0.024390243	0.36585367	-37.492	-3.654	-4.149	54	66.67	0.96
41	1	38.9	4.707317	-126.197	1.1666666	0.6	0.051282052	0.23076923	-16.636	-3.825	-2.448	25	69.44	0.88
16	1	50.76	5.125	-54.7273	1	0.26666668	0.071428575	0.071428575	-8.642	-1.237	-0.976	13	81.25	1
35	1	44.42	4.8	-106.463	1.1	0.5882353	0.09090909	0.18181819	-17.769	-2.322	-1.5	24	68.57	1
50	0	57.09	5.02	-135.948	1.1860465	0.67346936	0.083333336	0.20833333	-25.402	-2.706	-1.657	34	70.83	0.96
11	1	32.97	5.2727275	-40.7985	1.0833334	0.3	0	0	-6.685	-1.179	-0.657	5	50	0.91
46	2	52.4	4.195652	-172.669	1.2307693	0.37777779	0	0.13636364	-27.381	-2.071	-1.582	28	66.67	0.91
60	6	43.71	4.4666667	-173.506	1.4347826	0.5423729	0	0.29310346	-30.098	-4.246	-2.375	40	75.47	0.88
28	2	25.23	4.714286	-96.4246	1.28	0.4074074	0.03846154	0.15384616	-14.71	-1.876	-1.591	16	64	0.89
53	1	55.43	4.8301888	-140.279	1.3170732	0.6923077	0.05882353	0.33333334	-24.837	-3.952	-2.266	37	72.55	0.96
23	0	9.7	4.0434785	-68.0341	1	0.59090906	0	0.33333334	-11.132	-2.518	-1.088	13	65	0.87
33	0	21.48	4.3939395	-112.243	1.28	0.5	0.06451613	0.12903225	-17.59	-2.51	-1.417	20	60.61	1
20	1	7.9	4.2	-77.9798	1.1428572	0.42105263	0.055555556	0.11111111	-11.658	-1.995	-1.22	13	72.22	0.9
36	4	43.31	4.852941	-85.0694	1.1142857	0.6060606	0.0625	0.21875	-15.685	-1.56	-1.092	27	81.82	0.97
40	1	62.32	4.5	-109.425	1.1818181	0.6666667	0.05263158	0.39473686	-16.801	-3.279	-1.391	28	70	1
28	2	62.22	5.25	-72.6946	1.0769231	0.5185185	0.15384616	0.1923077	-15.017	-1.332	-0.882	13	48.15	0.96
7	1	6.77	4	-34.2821	1.125	0	0	0	-5.273	-0.432	-0.449	2	28.57	1
53	1	30.97	5.25	-105.464	1.2619047	0.7647059	0.04	0.46	-20.772	-3.028	-1.631	30	68.18	0.85
30	0	25.44	4.1	-71.7816	1.0769231	0.6896552	0.071428575	0.17857143	-14.71	-1.954	-1.302	18	64.29	0.93
21	0	51.65	4.714286	-51.6503	1.1578947	0.65	0	0.42105263	-7.98	-1.611	-0.546	14	66.67	1
58	0	34.19	4.8965516	-153.335	1.2666667	0.7017544	0.071428575	0.26785713	-24.862	-4.132	-2.644	39	72.22	0.93
35	7	38.41	4.4	-100.323	1.0625	0.32352942	0	0.18181819	-19.371	-1.402	-1.108	29	85.29	0.97
59	0	49.77	3.8793104	-168.067	1.2765957	0.6315789	0.08928572	0.30357143	-27.129	-3.042	-2.094	40	72.73	0.95
35	1	58.77	4.742857	-98.7562	1.2058823	0.64705884	0.030303031	0.3939394	-15.833	-1.567	-1.248	23	71.88	0.91
25	3	21.25	4.96	-68.4593	1	0.5	0.04347826	0.2173913	-12.199	-1.805	-1.167	18	75	0.96
42	4	41.91	3.488889	-147.843	1.2857143	0.52272725	0.046511628	0.23255815	-24.062	-2.286	-1.567	27	60	1
47	0	51.28	5.06383	-152.414	1.3488373	0.5217391	0	0.17777778	-25.364	-3.528	-2.397	24	63.16	0.81
32	1	20.07	3.96875	-120.805	1.1785715	0.4516129	0	0.06666667	-17.551	-3.626	-1.969	22	73.33	0.94
75	14	51.42	4.2266665	-237.826	1.52	0.4189189	0.01369863	0.09589041	-40.092	-3.757	-1.868	57	78.08	0.97
36	1	61.63	4.9444447	-108.932	1.1612903	0.62857145	0	0.14705883	-16.47	-2.554	-1.113	27	75	1
48	2	39.43	4.1	-133.406	1.2195122	0.67346936	0.041666668	0.25	-22.934	-3.016	-1.732	27	60	0.9
20	2	23.96	4.9	-75.8644	1.05	0.5263158	0	0.16666667	-13.783	-0.848	-0.912	14	70	1
35	1	41.14	4.6571426	-107.318	1.1612903	0.5294118	0.121212125	0.15151516	-15.624	-3.266	-2.21	24	68.57	1
36	2	21.08	4.5277777	-124.691	1.2	0.4857143	0	0.14705883	-16.966	-3.849	-1.53	16	48.48	0.92
78	1	53.27	4.5	-189.992	1.5454545	0.76623374	0.013157895	0.43421054	-36.235	-4.125	-2.661	47	66.2	0.91
26	2	64.83	4.6153846	-71.46	1.074074	0.6	0.041666668	0.375	-11.532	-1.911	-1	19	79.17	0.92
39	1	32.7	5.076923	-103.996	1.2162162	0.65789473	0.08108108	0.24324325	-21.095	-1.606	-1.465	30	81.08	0.95
32	0	54.27	5.21875	-77.5703	1.0967742	0.7419355	0	0.36666667	-12.933	-2.293	-1.207	21	75	0.88
27	1	17.3	3.9629629	-72.8665	1.0384616	0.5	0	0.24	-12.549	-1.435	-1.064	18	72	0.93
51	3	36.09	4.2156863	-137.734	1.1666666	0.64	0.06122449	0.14285715	-24.348	-3.305	-1.909	32	72.73	0.86
30	1	21.62	5.0666666	-96.6292	1.2222222	0.4827586	0	0.17857143	-16.185	-2.578	-1.785	23	82.14	0.93
52	2	39.77	4.230769	-141.183	1.2619047	0.7254902	0	0.3	-23.101	-3.701	-1.765	32	66.67	0.92
10	0	4	6.1	-42.5099	1	0.33333334	0	0	-7.13	-0.665	-0.41	8	80	1
45	1	44.56	4.2222223	-118.44	1.2894737	0.72727275	0.093023255	0.27906978	-21.388	-2.289	-1.437	30	76.92	0.87
42	0	31.22	4.7380953	-131.265	1.2105263	0.5609756	0.05	0.1	-21.848	-2.483	-2.192	26	66.67	0.93
32	1	50.46	3.875	-85.6271	1.1	0.67741936	0	0.23333333	-15.849	-1.643	-1.203	22	70.97	0.97
9	2	5.1	4.5555553	-33.6943	1	0.375	0	0	-5.642	-0.49	-0.397	6	66.67	1
44	4	62.43	4.159091	-132.032	1.3235294	0.55813956	0.023809524	0.2857143	-18.182	-1.829	-1.774	29	69.05	0.95
28	4	38.32	5.571429	-80.7744	1.1666666	0.44444445	0.03846154	0.15384616	-14.981	-1.132	-1.166	23	82.14	1
8	0	38.1	6.125	-39.3035	1.125	0.42857143	0	0	-6.609	-1.468	-0.457	4	57.14	0.88
5	0	100	4.4	-15.125	1	0.75	0	0	-2.012	-0.304	-0.18	2	40	1
27	2	34.52	3.8888888	-86.686	1.1666666	0.5	0	0.16	-14.673	-2.242	-1.327	15	62.5	0.89
35	2	34.02	4.3428574	-97.1136	1.125	0.5882353	0	0.33333334	-19.213	-1.667	-1.329	20	58.82	0.97
74	3	52.28	4.4459457	-187.653	1.3571428	0.7123288	0.027777778	0.3888889	-32.616	-3.314	-2.32	52	73.24	0.96
24	0	54.08	4.7916665	-62.5412	1	0.73913044	0.045454547	0.36363637	-9.529	-1.968	-0.567	13	61.9	0.88
